word,CEFR,Japanese,phonetic,category,Example,Example_JP
alarmed,B2,警戒した,/əˈlɑrmd/,General,She was alarmed by the sudden noise.,彼女は突然の騒音に警戒した。
ammo,B2,弾薬,/ˈæˌmoʊ/,Science,The soldiers were running low on ammo during the battle.,兵士たちは戦闘中に弾薬が不足していた。
analysed,B2,分析された,/analysed/,Academic,The data was analysed by experts.,データは専門家によって分析された。
auditor,B2,監査役,/ˈɔːdɪtɚ/,Business,The auditor examined the company's financial records.,監査役は会社の財務記録を調査しました。
avalanche,B2,雪崩,/ˈævəˌlæntʃ/,Nature,The avalanche buried several skiers under the snow.,雪崩は数人のスキーヤーを雪の下に埋めた。
badger,B2,アナグマ,/ˈbædʒər/,General,The badger dug a hole in the garden.,アナグマは庭に穴を掘った。
ballistic,B2,弾道の,/bəˈlɪstɪk/,General,The ballistic missile test was a cause for international concern.,その弾道ミサイルの実験は、国際的な懸念の原因となった。
banter,B2,冗談,/ˈbæntər/,General,They engaged in friendly banter throughout the meeting.,彼らは会議中、友好的な冗談を言い合った。
bidder,B2,入札者,/ˈbɪdər/,General,The highest bidder won the auction.,最高入札者がオークションで落札した。
blazing,B2,燃え盛る,/ˈbleɪzɪŋ/,General,The fire was blazing out of control.,火は制御不能に燃え盛っていた。
blueprint,B2,設計図、青写真,/blˈuːprˌɪnt/,Culture,The architect showed us the blueprint for the new building.,建築家は、新しい建物の設計図を私たちに見せてくれた。
boosted,B2,後押しされた,/ˈbuːstɪd/,General,The new marketing campaign boosted sales significantly.,新しいマーケティングキャンペーンは売上を大幅に後押しした。
bowler,B2,ボウラー,/ˈboʊlər/,General,He is a professional bowler.,彼はプロのボウラーだ。
cameo,B2,カメオ,/kˈæmiːˌoʊ/,General,She wore a brooch with a cameo.,彼女はカメオのブローチを着けていた。
caramel,B2,キャラメル,/ˈkɛrəməl/,General,I love the taste of caramel.,私はキャラメルの味が大好きです。
charismatic,B2,カリスマ性のある,/kɛrɪˈzmætɪk/,General,He was a charismatic leader.,彼はカリスマ性のあるリーダーだった。
chromosome,B2,染色体,/ˈkroʊməˌsoʊm/,General,Humans have 23 pairs of chromosome.,人間は23対の染色体を持っている。
commencement,B2,開始,/kəˈmɛnsmənt/,General,The commencement of the new project was announced.,新しいプロジェクトの開始が発表された。
confiscated,B2,没収された,/ˈkɑnfəˌskeɪtəd/,General,The contraband was confiscated by the customs officials.,その禁制品は税関職員によって没収された。
contestant,B2,出場者,/kəntˈestənt/,General,The contestant were nervous before the competition.,出場者たちは競技前に緊張していた。
contradictory,B2,矛盾した,/ˌkɑntrəˈdɪktəri/,General,The evidence presented was contradictory.,提示された証拠は矛盾していた。
convent,B2,修道院,/kˈɑːnvənt/,Nature,The nuns lived in the convent of the mountain.,修道女たちは山の修道院に住んでいました。
converse,B2,逆,/kˈɑːnvɚs/,General,The converse is also true.,逆もまた真実です。
correcting,B2,修正する,/kərˈɛktɪŋ/,General,She is correcting the mistakes in the report.,彼女はレポートの間違いを修正している。
corrosion,B2,腐食,/kərˈoʊʒən/,General,The metal was showing signs of corrosion.,金属は腐食の兆候を示していた。
crib,B2,ベビーベッド,/ˈkrɪb/,General,The baby was sleeping peacefully in his crib.,赤ちゃんはベビーベッドで安らかに眠っていた。
dearly,B2,とても、心から,/ˈdɪrli/,General,She loved him dearly.,彼女は彼をとても愛していた。
defiance,B2,反抗,/dɪfˈaɪəns/,General,His actions were an act of defiance.,彼の行動は反抗行為だった。
deter,B2,阻止する,/dɪtˈɜːr/,General,The high price deter people from buying the product.,その高価格は人々がその製品を買うのを阻止する。
diner,B2,食事をする人,/dˈaɪnɚ/,Daily,The diner enjoyed the restaurant's ambiance.,食事をする人々は、レストランの雰囲気を楽しんだ。
dipping,B2,浸す,/ˈdɪpɪŋ/,General,She was dipping her bread into the olive oil.,彼女はパンをオリーブオイルに浸していました。
disposition,B2,気質、性向,/ˌdɪspəˈzɪʃən/,General,He has a cheerful disposition.,彼は陽気な気質を持っている。
dripping,B2,滴る,/ˈdrɪpɪŋ/,General,Water was dripping from the faucet.,蛇口から水が滴っていた。
eighteenth,B2,18番目の,/eɪˈtiːnθ/,Daily,He came in eighteenth place.,彼は18位で到着した。
eleventh,B2,11番目,/ɪˈlɛvənθ/,Daily,This is the eleventh chapter of the book.,これは本の11章です。
empowering,B2,力を与える、力を引き出す,/ɪˈmpaʊərɪŋ/,Academic,Education is an empowering tool.,教育は力を与えるツールだ。
envoy,B2,使節、特使,/ˈenvɔɪ/,General,The president sent envoy to negotiate a peace treaty.,大統領は和平条約を交渉するために使節を派遣した。
expiration,B2,期限切れ、満了,/ˌɛkspərˈeɪʃən/,General,The expiration date of the coupon is next week.,そのクーポンの有効期限は来週だ。
exploiting,B2,搾取する,/ˈɛˌksplɔɪtɪŋ/,General,The company was exploiting its workers.,その会社は労働者を搾取していた。
expressly,B2,明示的に、明確に,/ɛˈksprɛsli/,Business,The contract expressly prohibits such actions.,契約は、そのような行為を明示的に禁止しています。
facilitated,B2,容易にした、促進した,/fəˈsɪləˌteɪtɪd/,Science,The new software facilitated the analysis of data.,新しいソフトウェアはデータの分析を容易にした。
fascination,B2,魅了,/ˌfæsəˈneɪʃən/,Academic,He has a fascination with ancient history.,彼は古代史に魅了されている。
fir,B2,モミ,/fˈɜːr/,Nature,We decorated the fir tree.,私たちはモミの木を飾った。
formulation,B2,製剤,/ˌfɔrmjəˈleɪʃən/,General,The drug has a new formulation for easier administration.,その薬はより簡単に投与できるための新しい製剤を持っている。
frontal,B2,正面の,/ˈfrʌntəl/,General,The car had a frontal collision.,その車は正面衝突した。
fullest,B2,最大限,/ˈfʊləst/,General,We need to make the fullest use of our resources.,私たちは資源を最大限に活用する必要があります。
fungi,B2,菌類,/ˈfʌndʒaɪ/,General,Mushrooms are a type of fungi.,キノコは菌類の一種です。
gradient,B2,勾配,/ˈɡreɪdiənt/,General,The road has a steep gradient.,その道路は急な勾配がある。
harmed,B2,傷つけた,/ˈhɑrmd/,General,The storm harmed many homes.,嵐は多くの家を傷つけた。
herring,B2,ニシン,/ˈhɛrɪŋ/,General,They had grilled herring for dinner.,彼らは夕食にニシンのグリルを食べた。
hopper,B2,ホッパー、漏斗,/ˈhɑpər/,General,The grain was poured into the hopper.,穀物がホッパーに注がれた。
hugging,B2,抱きしめる,/ˈhʌɡɪŋ/,General,They were hugging each other after the race.,彼らはレース後、お互いを抱きしめ合っていた。
implant,B2,インプラント,/ɪmplˈænt/,General,The dental implant were a success.,歯科インプラントは成功だった。
incompatible,B2,相容れない,/ɪnkəˈmpætəbəl/,General,Their political views are incompatible.,彼らの政治的見解は相容れない。
inducing,B2,誘発する、引き起こす,/ɪˈnduːsɪŋ/,General,The drug was inducing side effects.,その薬は副作用を引き起こしていた。
injunction,B2,差し止め命令,/ɪˈndʒʌŋkʃən/,General,The court issued an injunction to prevent the company from selling the product.,裁判所は、会社が製品を販売するのを防ぐための差し止め命令を発行しました。
innate,B2,生まれつきの,/ɪˈneɪt/,General,Humans have an innate sense of curiosity.,人間は生まれつき好奇心を持っています。
instituted,B2,制定した,/ˈɪnstəˌtuːtəd/,Business,The company instituted new policies to improve employee morale.,会社は従業員の士気を向上させるために新しいポリシーを制定しました。
keynote,B2,基調講演,/ˈkiːˌnoʊt/,General,The keynote speaker addressed the important issues facing the industry.,基調講演者は、業界が直面している重要な問題について述べた。
lama,B2,ラマ僧,/ˈlɑmə/,General,The lama was meditating in the monastery.,ラマ僧は修道院で瞑想していた。
motivational,B2,動機づけの,/ˌmoʊtəˈveɪʃənəl/,General,The speaker gave a very motivational speech.,講演者は非常に動機づけとなるスピーチをしました。
nightly,B2,毎晩の,/ˈnaɪtli/,Daily,She enjoys her nightly walk in the park.,彼女は毎晩の公園での散歩を楽しんでいる。
noir,B2,ノワール,/ˈnɔɪr/,Culture,The film had a classic noir atmosphere.,その映画は古典的なノワール調の雰囲気を持っていた。
ordained,B2,任命された、定められた,/ɔˈrdeɪnd/,General,He was ordained as a priest last year.,彼は昨年、司祭に任命された。
originating,B2,発生する,/ərˈɪdʒəˌneɪtɪŋ/,Nature,The river is originating from the mountains.,その川は山脈から発生しています。
paralysis,B2,麻痺,/pərˈæləsəs/,General,The accident resulted in paralysis of his legs.,その事故は彼の脚の麻痺をもたらした。
patiently,B2,辛抱強く,/ˈpeɪʃəntli/,General,She patiently waited for her turn in line.,彼女は列で自分の番を辛抱強く待った。
pianist,B2,ピアニスト,/piˈænəst/,General,The pianist played a beautiful piece.,ピアニストは美しい曲を演奏した。
placebo,B2,プラセボ、偽薬,/pləsˈiːboʊ/,Science,They tested the drug's effectiveness against placebo.,彼らはプラセボに対する薬の有効性をテストした。
progressively,B2,漸進的に,/prɑˈɡrɛsɪvli/,General,The situation is progressively getting worse.,状況は漸進的に悪化しています。
propelled,B2,推進した,/prəˈpɛld/,General,The rocket was propelled into space by powerful engines.,ロケットは強力なエンジンによって宇宙に推進された。
psych,B2,精神,/ˈsaɪk/,General,She tried to psych herself up for the competition.,彼女は競争に向けて精神を高めようとした。
punt,B2,パント,/ˈpʌnt/,General,The football player made a great punt down the field.,そのフットボール選手はフィールドに向かって素晴らしいパントをしました。
repetition,B2,反復,/ˌrɛpəˈtɪʃən/,General,Repetition is important for learning a language.,反復は言語を学ぶ上で重要です。
restraining,B2,抑制する,/riˈstreɪnɪŋ/,General,The police were restraining the crowd.,警察は群衆を抑制していた。
righteousness,B2,正しさ,/ˈraɪtʃəsnəs/,General,He was driven by a strong sense of righteousness.,彼は強い正義感に突き動かされていた。
rinse,B2,すすぐ,/rˈɪns/,General,Make sure to rinse the dishes thoroughly.,食器をしっかりとすすぐようにしてください。
scalp,B2,頭皮,/ˈskælp/,General,He scratched his scalp in confusion.,彼は混乱して頭皮を掻いた。
scrolling,B2,スクロール,/ˈskroʊlɪŋ/,General,I was scrolling through my phone.,私は携帯電話をスクロールしていました。
sealing,B2,封印する,/ˈsiːlɪŋ/,General,They are sealing the box.,彼らは箱を封印している。
sheltered,B2,避難した,/ˈʃɛltərd/,General,The animals sheltered under the trees during the storm.,動物たちは嵐の間、木の下に避難した。
shia,B2,シーア派,/ˈʃiːə/,General,The Shia Muslims are a branch of Islam.,シーア派はイスラム教の一派である。
