row_id,word,orig_CEFR,new_CEFR,orig_JP,new_JP,orig_IPA,new_IPA,orig_Ex,new_Ex,orig_Ex_JP,new_Ex_JP,reasons
3261,inn,B1,B1,旅館,旅館,/ˈɪnz/,/ˈɪn/,There are many traditional inns in Japan.,There are many traditional inn in Japan.,日本には多くの伝統的な旅館がある。,日本には多くの伝統的な旅館がある。,屈折IPAの原形化 / 例文の原形主語整合化
3275,accommodation,B1,B1,宿泊施設,宿泊施設,/əˌkɑməˈdeɪʃənz/,/əkˌɑːmədˈeɪʃən/,The hotel provides comfortable accommodations.,The hotel provides comfortable accommodation.,そのホテルは快適な宿泊施設を提供している。,そのホテルは快適な宿泊施設を提供している。,屈折IPAの原形化 / 例文の原形主語整合化
3279,compact,B1,B1,小型車,小型車,/kəˈmpækts/,/kˈɑːmpækt/,They own two compacts.,They own two compact.,彼らは2台の小型車を所有している。,彼らは2台の小型車を所有している。,屈折IPAの原形化 / 例文の原形主語整合化
3284,elder,B1,B1,年長者,年長者,/ˈɛldərz/,/ˈeldɚ/,The village elders were respected for their wisdom.,The village elder were respected for their wisdom.,村の年長者たちは彼らの知恵で尊敬されていた。,村の年長者たちは彼らの知恵で尊敬されていた。,屈折IPAの原形化 / 例文の原形主語整合化
3316,graph,B1,B1,グラフ,グラフ,/ˈɡræfs/,/ɡrˈæf/,The graphs show the sales trends.,The graph show the sales trends.,グラフは売上動向を示しています。,グラフは売上動向を示しています。,屈折IPAの原形化 / 例文の原形主語整合化
3319,median,B1,B1,中央値,中央値,/ˈmiːdiənz/,/mˈiːdiːən/,We calculated the medians for the data set.,We calculated the median for the data set.,私たちはデータセットの中央値を計算した。,私たちはデータセットの中央値を計算した。,屈折IPAの原形化 / 例文の原形主語整合化
3321,retire,B1,B1,引退する,引退する,/rɪˈtaɪrz/,/rɪtˈaɪr/,He retires at the end of next year.,I retire at the end of next year.,彼は来年末に引退します。,私は来年末に引退します。,屈折IPAの原形化 / 例文の原形主語整合化
3322,savage,B1,B1,野蛮人,野蛮人,/ˈsævədʒəz/,/sˈævədʒ/,The explorers encountered many savages in the jungle.,The explorers encountered many savage in the jungle.,探検家たちはジャングルで多くの野蛮人と遭遇した。,探検家たちはジャングルで多くの野蛮人と遭遇した。,屈折IPAの原形化 / 例文の原形主語整合化
3331,bi,B1,B1,アンコール,アンコール,/ˈbɪs/,/bˈaɪ/,"The crowd shouted Bis!"" after the performance.""","The crowd shouted bi!"" after the performance.""",パフォーマンスの後、観客は「アンコール！」と叫んだ。,パフォーマンスの後、観客は「アンコール！」と叫んだ。,屈折IPAの原形化 / 例文の原形主語整合化
3332,bust,B1,B1,胸像,胸像,/ˈbʌsts/,/bˈʌst/,The museum had several busts of famous people.,The museum had several bust of famous people.,博物館には何人かの有名人の胸像があった。,博物館には何人かの有名人の胸像があった。,屈折IPAの原形化 / 例文の原形主語整合化
3334,collar,B1,B1,襟,襟,/ˈkɑlərz/,/kˈɑːlɚ/,The dog's collars were decorated with small bells.,The dog's collar were decorated with small bells.,その犬の襟は小さな鈴で飾られていた。,その犬の襟は小さな鈴で飾られていた。,屈折IPAの原形化 / 例文の原形主語整合化
3345,immigrant,B1,B1,移民,移民,/ˈɪməɡrənt/,/ˈɪməɡrənt/,Many immigrants come to the country each year.,Many immigrant come to the country each year.,毎年多くの移民がその国に来る。,毎年多くの移民がその国に来る。,例文の原形主語整合化
3365,chapel,B1,B1,礼拝堂,礼拝堂,/ˈtʃæpəlz/,/tʃˈæpəl/,The wedding ceremony took place in the chapel.,The wedding ceremony took place in the chapel.,結婚式は礼拝堂で行われた。,結婚式は礼拝堂で行われた。,屈折IPAの原形化
3376,orbit,B1,B1,軌道,軌道,/ˈɔrbəts/,/ˈɔːrbət/,The planets orbit the sun.,The planets orbit the sun.,惑星は太陽の周りを軌道する。,惑星は太陽の周りを軌道する。,屈折IPAの原形化
3385,vampire,B1,B1,吸血鬼,吸血鬼,/ˈvæmpaɪrz/,/vˈæmpaɪr/,Vampires are popular in horror movies.,vampire are popular in horror movies.,吸血鬼はホラー映画で人気がある。,吸血鬼はホラー映画で人気がある。,屈折IPAの原形化 / 例文の原形主語整合化
3389,cannon,B1,B1,大砲,大砲,/ˈkænənz/,/kˈænən/,The fort was equipped with cannons.,The fort was equipped with cannon.,その砦は大砲を備えていた。,その砦は大砲を備えていた。,屈折IPAの原形化 / 例文の原形主語整合化
3390,carol,B1,B1,クリスマスキャロル,クリスマスキャロル,/ˈkɛrəlz/,/kˈærəl/,They sang Christmas carols around the tree.,They sang Christmas carol around the tree.,彼らは木の周りでクリスマスキャロルを歌った。,彼らは木の周りでクリスマスキャロルを歌った。,屈折IPAの原形化 / 例文の原形主語整合化
3398,gauge,B1,B1,計器,計器,/ˈɡeɪdʒəz/,/ɡˈeɪdʒ/,The car's dashboard had many gauges.,The car's dashboard had many gauge.,車のダッシュボードには多くの計器があった。,車のダッシュボードには多くの計器があった。,屈折IPAの原形化 / 例文の原形主語整合化
3411,shelf,B1,B1,棚,棚,/ˈʃɛlvz/,/ʃˈelf/,The books are on the shelves.,The books are on the shelves.,本は棚の上にある。,本は棚の上にある。,屈折IPAの原形化
3416,voltage,B1,B1,電圧,電圧,/ˈvoʊltədʒəz/,/vˈoʊltədʒ/,The device operates at different voltages.,The device operates at different voltage.,その装置は異なる電圧で作動する。,その装置は異なる電圧で作動する。,屈折IPAの原形化 / 例文の原形主語整合化
3419,advisor,B1,B1,顧問,顧問,/æˈdvaɪzərz/,/ædvˈaɪzɚ/,The president has a team of economic advisors.,The president has a team of economic advisor.,大統領には経済顧問のチームがいる。,大統領には経済顧問のチームがいる。,屈折IPAの原形化 / 例文の原形主語整合化
3428,liquor,B1,B1,酒類,酒類,/ˈlɪkərz/,/lˈɪkɚ/,They sell a variety of liquors at the store.,They sell a variety of liquor at the store.,彼らは店で様々な酒類を販売している。,彼らは店で様々な酒類を販売している。,屈折IPAの原形化 / 例文の原形主語整合化
3455,drone,B1,B1,ドローン,ドローン,/ˈdroʊnz/,/drˈoʊn/,The drones flew over the field to film the game.,The drone flew over the field to film the game.,ドローンは試合を撮影するためにフィールドの上空を飛んだ。,ドローンは試合を撮影するためにフィールドの上空を飛んだ。,屈折IPAの原形化 / 例文の原形主語整合化
3474,slice,B1,B1,スライス,スライス,/ˈslaɪsəz/,/slˈaɪs/,I ate two slices of bread.,I ate two slice of bread.,私はパンを2切れ食べた。,私はパンを2切れ食べた。,屈折IPAの原形化 / 例文の原形主語整合化
3475,telegraph,B1,B1,電報,電報,/ˈtɛləˌɡræfs/,/tˈeləɡrˌæf/,They used to communicate by telegraphs.,They used to communicate by telegraph.,彼らはかつて電報で通信していた。,彼らはかつて電報で通信していた。,屈折IPAの原形化 / 例文の原形主語整合化
3478,affiliate,B1,B1,関連会社,関連会社,/əˈfɪliəts/,/əfˈɪliːˌeɪt/,Our company has many affiliates around the world.,Our company has many affiliate around the world.,私たちの会社は世界中に多くの関連会社を持っている。,私たちの会社は世界中に多くの関連会社を持っている。,屈折IPAの原形化 / 例文の原形主語整合化
3480,clause,B1,B1,条項、節,条項、節,/ˈklɔz/,/klˈɔːz/,The contract has a cancellation clause.,The contract has a cancellation clause.,その契約には解約条項がある。,その契約には解約条項がある。,屈折IPAの原形化
3483,cylinder,B1,B1,シリンダー,シリンダー,/ˈsɪləndərz/,/sˈɪləndɚ/,The engine has six cylinders.,The engine has six cylinder.,そのエンジンには6つのシリンダーがある。,そのエンジンには6つのシリンダーがある。,屈折IPAの原形化 / 例文の原形主語整合化
3486,expedition,B1,B1,遠征,遠征,/ˌɛkspəˈdɪʃənz/,/ˌekspədˈɪʃən/,They organized several expeditions to the mountains.,They organized several expedition to the mountains.,彼らは山へのいくつかの遠征を組織した。,彼らは山へのいくつかの遠征を組織した。,屈折IPAの原形化 / 例文の原形主語整合化
3516,weigh,B1,B1,重さを量る,重さを量る,/ˈweɪz/,/wˈeɪ/,The package weighs five pounds.,The package weigh five pounds.,その荷物は5ポンドの重さがある。,その荷物は5ポンドの重さがある。,屈折IPAの原形化 / 例文の原形主語整合化
3518,bump,B1,B1,でこぼこ,でこぼこ,/ˈbʌmps/,/bˈʌmp/,The road was full of bumps.,The road was full of bump.,その道はでこぼこだらけだった。,その道はでこぼこだらけだった。,屈折IPAの原形化 / 例文の原形主語整合化
3519,cart,B1,B1,カート,カート,/ˈkɑrts/,/kˈɑːrt/,The shopping carts were lined up outside the store.,The shopping cart were lined up outside the store.,ショッピングカートは店の外に並んでいた。,ショッピングカートは店の外に並んでいた。,屈折IPAの原形化 / 例文の原形主語整合化
3523,cord,B1,B1,コード,コード,/ˈkɔrdz/,/kˈɔːrd/,He tripped over the cords.,He tripped over the cord.,彼はコードにつまずきました。,私はコードにつまずきました。,屈折IPAの原形化 / 例文の原形主語整合化
3546,whale,B1,B1,クジラ,クジラ,/ˈweɪl/,/ˈweɪl/,Whales are very large animals.,whale are very large animals.,クジラはとても大きな動物です。,クジラはとても大きな動物です。,例文の原形主語整合化
3547,admire,B1,B1,感心する,感心する,/æˈdmaɪrz/,/ædmˈaɪr/,He admires her courage.,I admire her courage.,彼は彼女の勇気に感心している。,私は彼女の勇気に感心している。,屈折IPAの原形化 / 例文の原形主語整合化
3563,po,B1,B1,POS,POS,/ˈpɑs/,/pˈoʊ/,The POS system processed the payment.,The po system processed the payment.,POSシステムが支払いを処理した。,POSシステムが支払いを処理した。,屈折IPAの原形化 / 例文の原形主語整合化
3581,clearance,B1,B1,許可,許可,/ˈklɪrəns/,/klˈɪrəns/,We need clearance from the authorities.,We need clearance from the authorities.,私たちは当局からの許可が必要です。,私たちは当局からの許可が必要です。,屈折IPAの原形化
3585,dame,B1,B1,女性たち,女性たち,/ˈdeɪmz/,/dˈeɪm/,The dames in the vintage film were all dressed in elegant gowns.,The dame in the vintage film were all dressed in elegant gowns.,その古い映画の女性たちは皆、優雅なガウンを着ていた。,その古い映画の女性たちは皆、優雅なガウンを着ていた。,屈折IPAの原形化 / 例文の原形主語整合化
3595,marble,B1,B1,ビー玉,ビー玉,/ˈmɑrbəlz/,/mˈɑːrbəl/,The children were playing with marbles.,The children were playing with marble.,子供たちはビー玉で遊んでいた。,子供たちはビー玉で遊んでいた。,屈折IPAの原形化 / 例文の原形主語整合化
3598,pillow,B1,B1,枕,枕,/ˈpɪloʊ/,/ˈpɪloʊ/,I like soft pillows.,I like soft pillow.,私は柔らかい枕が好きです。,私は柔らかい枕が好きです。,例文の原形主語整合化
3604,rapper,B1,B1,ラッパー,ラッパー,/ˈræpərz/,/rˈæpɚ/,The concert featured many famous rappers.,The concert featured many famous rapper.,コンサートには多くの有名なラッパーが出演した。,コンサートには多くの有名なラッパーが出演した。,屈折IPAの原形化 / 例文の原形主語整合化
3626,locker,B1,B1,ロッカー,ロッカー,/ˈlɑkərz/,/lˈɑːkɚ/,Students keep their belongings in lockers.,Students keep their belongings in locker.,生徒たちは私物をロッカーに保管します。,生徒たちは私物をロッカーに保管します。,屈折IPAの原形化 / 例文の原形主語整合化
3627,marking,B1,B1,模様,模様,/ˈmɑrkɪŋz/,/mˈɑːrkɪŋ/,The cat has beautiful markings.,The cat has beautiful marking.,その猫は美しい模様をしている。,その猫は美しい模様をしている。,屈折IPAの原形化 / 例文の原形主語整合化
